loss,val loss
2.997297415872673,2792.6015625
1.4599576228624815,36.5800895690918
1.3478063368178033,2.1110267639160156
1.296368726275184,9.847711563110352
1.2634915117319527,2.249122381210327
1.207006013625628,261.52203369140625
1.171613374313751,9836.0166015625
1.1463495694197618,4.793914794921875
1.1017767883740461,1308.3973388671875
1.1077076858514314,13614.4873046875
1.0764814777807756,6924.5322265625
1.068787197013954,5.289642810821533
1.05011241331503,4253.556640625
1.0518171193150732,1131.2869873046875
1.033290487605256,7.7647600173950195
1.0262637426713845,4.949749946594238
1.0115509726010359,17.51634979248047
1.027648690459016,4.528594017028809
0.9916407872330059,1466.073974609375
1.0075151939670761,1456.0545654296875
